Brand,Model,Year,Miles(k miles),Registration,Control,Fuel,Location,Price(£),EngineSize,Doors,Emission,ModelFull,logPrice
Jaguar,I-Pace,2021,55,2021 (21 reg),Auto,Electric,Halifax ,16990,1.6,5,Unknown,400 90kWh SE Auto 4WD,9.740439071085758
MG,MG4,2025,8,2025 (25 reg),Auto,Electric,Huddersfield ,18399,1.6,5,Unknown,- 125kW SE EV 51kWh Auto,9.820105943597078
Mercedes-Benz,GLE-Class,2016,162,2016 (16 reg),Auto,Diesel,Skipton ,11995,2.5,5,Unknown,GLE 250d 4Matic AMG Line 9G-Tronic,9.392328539868899
BMW,1 Series,2012,150,2012 (12 reg),Manual,Diesel,Wakefield ,2495,1.2,2,Unknown,M Sport,7.822444729489319
Audi,TT RS,2019,35,2019 (19 reg),Auto,Petrol,Oldham ,37949,2.5,3,Euro 6 (s/s),TFSI Sport Edition Coupe Petrol S Tronic quattro (400,10.544024782823776
Vauxhall,Corsa,2016,107,2016 (16 reg),Manual,Petrol,Greasborough ,2495,1.4,3,Unknown,[75] ecoFLEX Sting,7.822444729489319
BMW,5 Series,2013,97,2013 (13 reg),Auto,Diesel,Dewsbury ,7000,5.2,4,Unknown,M Sport Step Auto Start Stop],8.853808274977197
Honda,Accord,2007,149,2007 (7 reg),Manual,Diesel,Manchester ,995,2.2,4,Unknown,i-CTDi EX,6.903747257584598
Jaguar,XF,2016,82,2016 (16 reg),Auto,Diesel,Wakefield ,6995,2.0,4,Euro 6 (s/s),d R-Sport Auto,8.853093836138493
BMW,X1,2025,3,2025 (25 reg),Auto,Petrol,Leeds ,36999,1.6,5,Unknown,- sDrive 20i MHT M Sport Step Auto,10.51867319162636
Abarth,595,2016,61,2016 (16 reg),Manual,Petrol,Rochdale ,5797,1.4,3,Euro 6,T-Jet Turismo,8.6652683094816
Toyota,Yaris,2016,50,2016 (65 reg),Manual,Petrol,Manchester ,5490,1.3,5,Unknown,3 VVT-i Icon,8.610865667278873
Peugeot,Partner Tepee,2008,112,2008 (58 reg),Manual,Diesel,Leeds ,2995,1.6,5,Unknown,HDi 110 Outdoor,8.005033344637111
Volkswagen,Tiguan,2018,58,2018 (18 reg),Manual,Petrol,Doncaster ,9995,1.4,5,Euro 6 (s/s),TSI SE Navigation SUV Petrol Manual (125 ps),9.209940291954844
Ford,Fiesta,2015,55,2015 (64 reg),Auto,Petrol,Bradford ,4495,1.0,5,Unknown,EcoBoost Titanium Powershift,8.410943391573527
Kia,Ceed,2025,860,2025 (25 reg),Manual,Petrol,Barnsley ,21390,1.5,5,Unknown,GDi ISG GT-Line Petrol Hatchback,9.970725551801806
BMW,1 Series,2021,53,2021 (21 reg),Manual,Diesel,Halifax ,10990,1.5,5,Euro 6 (s/s),116d SE,9.3048320350689
MINI,Coupe,2012,92,2012 (12 reg),Manual,Petrol,Leeds ,4995,1.6,2,Euro 5,John Cooper Works,8.516392871245468
Nissan,X-Trail,2014,114,2014 (14 reg),Manual,Diesel,Bradford ,4275,2.0,5,Unknown,dCi 173 Tekna,8.360773272144936
MINI,Hatch,2017,68,2017 (17 reg),Manual,Diesel,Bradford ,5790,1.5,3,Unknown,Cooper D,8.66406026722579
Vauxhall,Adam,2014,71,2014 (14 reg),Manual,Petrol,Leeds ,3995,1.2,3,Euro 5,16v JAM,8.293049139768444
Audi,Q3,2021,147,2021 (21 reg),Auto,Diesel,Keighley ,11989,2.0,5,Euro 6 (s/s),TDI 35 Technik S Tronic,9.39182824802156
BMW,3 Series,2017,81,2017 (17 reg),Auto,Diesel,Heckmondwike ,15295,3.0,4,Euro 6 (s/s),335d M Sport Auto xDrive,9.635346635291183
Kia,Niro,2021,42,2021 (71 reg),Auto,Electric,Halifax ,11990,1.6,5,Unknown,64kWh 2 Auto,9.391911647379434
Volkswagen,T-Cross,2024,13,2024 (24 reg),Auto,Petrol,Huddersfield ,22998,1.0,5,Unknown,- TSI 115 Life DSG,10.043206015705211
MINI,Hatch,2011,72,2011 (61 reg),Manual,Petrol,Wakefield ,2500,1.6,3,Unknown,Cooper Pimlico,7.824445930877619
Peugeot,3008,2015,148,2015 (65 reg),Manual,Diesel,Doncaster ,3500,1.6,5,Unknown,- BLUE HDI S/S ALLURE,8.160803920954665
Volkswagen,Polo,2017,83,2017 (17 reg),Manual,Petrol,Rotherham ,6940,1.0,5,Euro 6 (s/s),BlueMotion Tech Match Edition,8.845201135339584
BMW,3 Series,2021,128,2021 (21 reg),Auto,Hybrid,Keighley ,11989,2.0,5,Euro 6 (s/s),330e 12kWh Sport Pro Touring Auto,9.39182824802156
Tesla,Model 3,2020,47,2020 (20 reg),Auto,Electric,Halifax ,17500,1.6,4,Unknown,(Dual Motor) Performance Auto 4WDE (Performance Upgrade),9.770013301136158
Toyota,Auris,2008,102,2008 (58 reg),Manual,Petrol,Bradford ,1350,1.4,5,Unknown,VVTi T3,7.208600337960199
BMW,1 Series,2013,62,2013 (13 reg),Manual,Diesel,Batley ,4495,1.1,3,Unknown,Sport,8.410943391573527
Nissan,Micra,2020,10,2020 (20 reg),Manual,Diesel,Huddersfield ,7600,1.5,5,Unknown,- dCi Acenta,8.936035096566041
Hyundai,i10,2025,500,2025 (25 reg),Manual,Petrol,York ,16495,1.0,5,Euro 6 (s/s),- T-GDi N Line Hatchback Petrol Manual (90 ps),9.71087320625674
Citroen,C3,2018,54,2018 (18 reg),Manual,Petrol,Leeds ,4700,1.2,5,Unknown,PureTech 82 Flair,8.45553053102413
Audi,e-tron,2022,10,2022 (22 reg),Auto,Electric,Oldham ,21999,1.6,5,Unknown,55 Technik SUV Electric Auto quattro 95kWh (11kW Charger) (408 ps),9.998797732340453
Vauxhall,Crossland X,2019,137,2019 (19 reg),Manual,Diesel,Northowram ,3995,1.5,5,Unknown,Turbo D ecoTec [102] SE [Start Stop],8.293049139768444
Volkswagen,Golf,2015,92,2015 (15 reg),Manual,Diesel,Northowram ,5495,2.0,5,Unknown,TDI GT,8.611775833902186
Vauxhall,Zafira,2014,64,2014 (64 reg),Manual,Diesel,Rotherham ,4495,2.0,5,Unknown,CDTi SRi,8.410943391573527
Volkswagen,Polo,2021,64,2021 (71 reg),Auto,Petrol,Sheffield ,9450,1.0,5,Euro 6 (s/s),TSI R-Line DSG,9.153875834995056
Kia,XCeed,2025,30,2025 (25 reg),Auto,Petrol,Rotherham ,23999,1.5,5,Unknown,- GDi ISG 138 GT-Line DCT,10.085809109330082
BMW,2 Series,2016,99,2016 (66 reg),Auto,Petrol,Northowram ,10495,1.6,2,Unknown,M240i [Nav] Step Auto,9.25874951118387
Ford,Fiesta,2016,59,2016 (16 reg),Manual,Petrol,Wakefield ,4395,1.2,3,Euro 6,5 Zetec,8.388450315523512
BMW,3 Series,2015,87,2015 (15 reg),Auto,Diesel,Ossett ,10995,3.3,4,Unknown,- 330d M Sport Step Auto [Business Media],9.305286849285137
Nissan,Juke,2018,107,2018 (18 reg),Manual,Petrol,Doncaster ,6475,1.6,5,Unknown,DiG-T Nismo RS [218] *Just Serviced & MOT 07/26*,8.775858314797526
Volkswagen,Polo,2021,28,2021 (71 reg),Manual,Petrol,Ashton-under-lyne ,11495,1.0,5,Unknown,TSI Style,9.34975442775886
Ford,Fiesta,2018,70,2018 (18 reg),Auto,Petrol,Leeds ,6350,1.0,5,Unknown,EcoBoost Titanium Auto,8.756367559802975
Nissan,Qashqai,2020,30,2020 (20 reg),Manual,Petrol,HOLMFIRTH ,12995,1.3,5,Euro 6 (s/s),DIG-T N-Connecta,9.472396896788991
Kia,Rio,2018,34,2018 (18 reg),Manual,Petrol,Rochdale ,9850,1.0,5,Euro 6 (s/s),T-GDi First Edition Hatchback Petrol Manual (118 bhp),9.19532825185568
Vauxhall,Zafira,2016,69,2016 (16 reg),Auto,Petrol,Bradford ,5995,1.4,5,Unknown,Exclusiv Auto,8.698847859222488
BMW,2 Series,2018,36,2018 (18 reg),Auto,Petrol,Bradford ,8990,1.6,2,Unknown,218i M Sport [Nav] Step Auto,9.103979355984773
Mercedes-Benz,EQC,2022,67,2022 (22 reg),Auto,Electric,Halifax ,19750,1.6,5,Unknown,EQC 400 80kWh Sport Auto 4MATIC,9.890959401958858
Mazda,CX-3,2019,53,2019 (19 reg),Manual,Petrol,Leeds ,9480,2.0,5,Euro 6 (s/s),SKYACTIV-G SE-L Nav+,9.15704507491796
Volkswagen,Golf,2013,86,2013 (63 reg),Auto,Petrol,Sheffield ,7390,1.6,5,Unknown,14 TSI SE DSG,8.908018322784887
Nissan,Qashqai,2014,74,2014 (64 reg),Manual,Diesel,Chesterfield ,8295,1.5,5,Unknown,dCi Tekna,9.023528749909364
Audi,A3,2014,71,2014 (14 reg),Auto,Petrol,York ,7695,1.4,5,Unknown,- TFSI CoD S line,8.948455992345542
Volkswagen,Polo,2018,35,2018 (18 reg),Manual,Petrol,Rotherham ,8790,1.0,5,Euro 6 (s/s),TSI SE,9.081483749851179
Mitsubishi,Mirage,2017,18,2017 (67 reg),Manual,Petrol,Ashton-under-Lyne ,7895,1.2,5,Unknown,- Juro,8.974111581113318
Volvo,XC60,2012,97,2012 (62 reg),Manual,Diesel,Batley ,6995,1.6,5,Unknown,D4 [163] R DESIGN AWD,8.853093836138493
Toyota,Avensis,2008,158,2008 (58 reg),Auto,Petrol,Sheffield ,2100,1.8,5,Unknown,VVT-i TR,7.650168700845001
Mercedes-Benz,C-Class,2013,136,2013 (63 reg),Auto,Diesel,Ecclesfield ,3200,1.6,4,Unknown,C200 CDI BlueEFFICIENCY Executive SE Auto,8.071218539969863
Land Rover,Range Rover Evoque,2017,84,2017 (17 reg),Manual,Diesel,Rotherham ,8490,2.0,5,Euro 6 (s/s),TD4 SE Tech 4WD,9.046762057999363
Maserati,GranCabrio,2024,500,2024 (24 reg),Auto,Petrol,Boroughbridge ,124995,3.0,2,Euro 6 (s/s),V6 Trofeo ZF AWD,11.736037015772427
Vauxhall,Viva,2017,24,2017 (17 reg),Manual,Petrol,Dalton Magna ,2995,1.0,5,Unknown,SE [A/C],8.005033344637111
Audi,A1,2012,89,2012 (62 reg),Manual,Diesel,Leeds ,4995,1.6,5,Euro 5 (s/s),TDI Sport Sportback,8.516392871245468
Vauxhall,Astra,2011,95,2011 (61 reg),Manual,Petrol,Sheffield ,1195,1.6,5,Unknown,i 16V Excite,7.086737934510577
Vauxhall,Insignia,2012,72,2012 (12 reg),Manual,Diesel,Chesterfield ,4695,2.0,5,Unknown,CDTi [160] SRi Nav,8.454466361507933
Fiat,124 Spider,2018,34,2018 (18 reg),Manual,Petrol,Dalton Magna ,7495,1.4,2,Unknown,Multiair Classica,8.922124823918258
SEAT,Leon,2020,51,2020 (20 reg),Manual,Petrol,Hyde ,11895,1.5,5,Euro 6 (s/s),TSI EVO FR,9.383957488139991
Audi,A5,2015,110,2015 (65 reg),Auto,Diesel,Ossett ,6995,2.0,5,Unknown,- TDI 190 Black Ed Plus Multitronic [5st],8.853093836138493
SEAT,Leon,2018,71,2018 (18 reg),Manual,Petrol,Ossett ,6495,1.4,5,Unknown,- TSI 125 FR Technology,8.778941881841513
Audi,A3,2016,95,2016 (16 reg),Manual,Diesel,Dukinfield ,8595,1.6,3,Euro 6 (s/s),TDI S line,9.059052257762401
Hyundai,i30,2013,86,2013 (13 reg),Manual,Petrol,Wakefield ,2890,1.4,5,Euro 5,Classic,7.969357742016346
Nissan,Qashqai,2012,96,2012 (62 reg),Manual,Diesel,Leeds ,3695,1.5,5,Euro 5,dCi n-tec+ 2WD,8.215006432761575
Volkswagen,Tiguan,2021,67,2021 (21 reg),Auto,Petrol,Doncaster ,13500,1.5,5,Euro 6 (s/s),TSI Life SUV Petrol DSG (150 ps),9.510519035757246
Vauxhall,Corsa,2013,84,2013 (13 reg),Manual,Petrol,Ossett ,1995,1.2,3,Unknown,- Limited Edition,7.59890045687141
Toyota,RAV4,2021,25,2021 (21 reg),Auto,Hybrid,Keighley ,17989,2.5,5,Euro 6 (s/s),VVT-h Black Edition CVT 4WD,9.79757132694458
Volkswagen,T-Roc,2020,27,2020 (20 reg),Auto,Petrol,Ashton-Under-Lyne ,18995,2.0,5,Euro 6 (s/s),TSI R DSG 4Motion,9.851983709669012
BMW,3 Series,2021,88,2021 (21 reg),Auto,Hybrid,Castleford ,22700,3.0,5,Euro 6 (s/s),330d MHT M Sport Touring Auto,10.030164255362632
Audi,A5,2023,15,2023 (23 reg),Auto,Diesel,Bradford ,34995,1.6,5,Unknown,S5 TDI 341 Quattro Black Edition Tiptronic,10.462989048226156
Renault,Clio,2013,115,2013 (63 reg),Manual,Petrol,Rotherham ,2490,1.2,5,Euro 5,16V Dynamique MediaNav,7.820439515262181
Audi,Q2,2020,56,2020 (20 reg),Auto,Diesel,Doncaster ,12995,1.6,5,Euro 6 (s/s),TDI 30 S line SUV Diesel S Tronic (116 ps),9.472396896788991
Audi,Q2,2017,38,2017 (67 reg),Manual,Petrol,HOLMFIRTH ,12500,1.4,5,Euro 6 (s/s),TFSI CoD S line,9.433563920090563
Ford,Ka,2013,66,2013 (63 reg),Manual,Petrol,Stalybridge ,1795,1.2,3,Euro 5 (s/s),Studio Hatchback Petrol Manual (69 ps)+£35 ROAD TAX+,7.493317248862145
Daimler,Six,1997,102,1997 (P),Auto,Petrol,Goole ,7995,4.0,4,Unknown,(P) - Auto [LWB],8.98669669562029
Citroen,C3,2004,44,2004 (54 reg),Manual,Petrol,Wakefield ,1695,1.1,5,Unknown,- i L,7.4360278163518485
Vauxhall,Zafira Tourer,2014,77,2014 (14 reg),Manual,Diesel,Wakefield ,4995,2.0,5,Euro 5,CDTi SRi,8.516392871245468
BMW,3 Series,2021,134,2021 (21 reg),Auto,Hybrid,Keighley ,11989,2.0,5,Euro 6 (s/s),330e 12kWh Sport Pro Touring Auto,9.39182824802156
BMW,M5,2012,62,2012 (12 reg),Auto,Petrol,OLDHAM ,17295,4.4,4,Unknown,- M5 Saloon,9.758230539878989
Jeep,Wrangler,2015,125,2015 (15 reg),Auto,Petrol,Keighley ,19989,3.6,2,Euro 6,V6 Rubicon Auto 4WD,9.902987427494446
Mazda,CX-30,2025,708,2025 (25 reg),Auto,Petrol,Halifax ,16990,2.5,5,Euro 6 (s/s),e-SKYACTIV G MHEV Exclusive-Line Auto,9.740439071085758
BMW,2 Series,2020,50,2020 (20 reg),Auto,Diesel,Manchester ,12995,2.2,5,Unknown,Gran Tourer Automatic Full Service History 7 Seater,9.472396896788991
Audi,RS3,2012,80,2012 (12 reg),Auto,Petrol,bradford ,10750,2.5,5,Unknown,FSI RS3 Quattro S Tronic,9.282754052485227
Nissan,Qashqai,2018,47,2018 (18 reg),Manual,Petrol,Doncaster ,7495,1.2,5,Euro 6 (s/s),DIG-T Tekna+ SUV Petrol Manual (115 ps),8.922124823918258
Citroen,C1,2021,15,2021 (21 reg),Manual,Petrol,Wakefield ,7995,1.0,5,Unknown,VTi 72 Sense,8.98669669562029
SEAT,Leon,2019,67,2019 (69 reg),Auto,Petrol,Northowram ,11995,2.0,5,Unknown,TSI 290 Cupra [EZ] DSG,9.392328539868899
Peugeot,108,2016,23,2016 (16 reg),Manual,Petrol,Liversedge ,4995,1.0,3,Unknown,- Active,8.516392871245468
BMW,2 Series,2018,73,2018 (68 reg),Manual,Diesel,Huddersfield ,10995,2.0,2,Euro 6 (s/s),220d Sport,9.305286849285137
BMW,4 Series,2014,121,2014 (14 reg),Auto,Petrol,Keighley ,7989,3.0,2,Euro 6 (s/s),435i M Sport Auto,8.98594603876032
Ford,Mondeo,2015,104,2015 (15 reg),Manual,Diesel,Heckmondwike ,3990,2.0,5,Euro 6 (s/s),TDCi Titanium,8.291797105048733
Hyundai,i10,2019,58,2019 (19 reg),Manual,Petrol,Rotherham ,5490,1.0,5,Euro 6,SE,8.610865667278873
Volvo,EX30,2025,250,2025 (25 reg),Auto,Electric,Sheffield ,34495,1.6,5,Unknown,Twin Performance 69kWh Ultra Auto AWD,10.448598654268668
Audi,A3,2014,58,2014 (64 reg),Manual,Petrol,Keighley ,5989,1.4,3,Euro 6 (s/s),TFSI S line,8.697846691109495
Ford,Focus,2019,123,2019 (19 reg),Manual,Petrol,Leeds ,6980,1.5,5,Euro 6 (s/s),EcoBoost ST-Line,8.850947451970402
BMW,M2,2016,28,2016 (16 reg),Auto,Petrol,Northowram ,18995,1.6,2,Unknown,- M2 DCT,9.851983709669012
SEAT,Arona,2021,56,2021 (21 reg),Auto,Petrol,Ashton-Under-Lyne ,8995,1.0,5,Euro 6 (s/s),TSI FR Sport DSG,9.104535313079205
Toyota,Land Cruiser,2015,142,2015 (65 reg),Auto,Diesel,Bradford ,19999,2.8,5,Unknown,D-4D Active Auto 7 Seats,9.903487552536127
Dacia,Duster,2017,52,2017 (67 reg),Manual,Diesel,York ,7790,1.5,5,Euro 6 (s/s),dCi Prestige,8.960724500330858
Toyota,GT86,2020,30,2020 (70 reg),Auto,Petrol,Sheffield ,16490,2.0,2,Unknown,D-4S Pro Auto,9.71057005652877
Kia,Sportage,2013,113,2013 (62 reg),Manual,Petrol,Wakefield ,3295,1.6,5,Unknown,GDi 1,8.100464891029363
Mercedes-Benz,G-Class,2021,69,2021 (21 reg),Auto,Diesel,Leeds ,82485,1.6,5,Unknown,"- G 400 D 4MATIC AMG LINE PREMIUM [5X SERVICES, SAT NAV, LEATHER, HEATED SEAT",11.320383860952916
Volkswagen,Golf,2012,174,2012 (62 reg),Auto,Diesel,Leeds ,2495,2.0,5,Unknown,TDi 140 GT DSG [Leather],7.822444729489319
Toyota,Yaris,2017,37,2017 (67 reg),Auto,Petrol,Rochdale ,7979,1.5,5,Euro 6,VVT-i Icon Tech CVT,8.984693690443855
Bentley,Bentayga,2021,10,2021 (71 reg),Auto,Petrol,Boroughbridge ,129995,4.0,5,Euro 6 (s/s),V8 S Auto 4WD,11.775258959733568
Fiat,500,2013,73,2013 (63 reg),Auto,Petrol,Featherstone ,4995,1.2,3,Unknown,Colour Therapy Dualogic,8.516392871245468
smart,fortwo,2019,33,2019 (19 reg),Auto,Electric,Goole ,4999,1.6,2,Unknown,60kW EQ Prime Premium Plus 17kWh Auto,8.517193191416238
Renault,Clio,2012,101,2012 (12 reg),Manual,Petrol,Bradford ,3000,2.0,3,Unknown,16V RenaultSport 200,8.006700845440367
Mercedes-Benz,A-Class,2010,92,2010 (10 reg),Auto,Diesel,Bradford ,2995,1.6,5,Unknown,A180 CDI Avantgarde SE CVT Auto,8.005033344637111
Audi,A6 Saloon,2025,18,2025 (25 reg),Auto,Not Supplied,Oldham ,44859,1.6,4,Unknown,- 50 TFSI e Quattro Black Edition S Tronic,10.7113018080742
Mercedes-Benz,E-Class,2020,112,2020 (69 reg),Auto,Diesel,Sheffield ,15995,2.0,4,Euro 6 (s/s),E220d AMG Line Edition Saloon Diesel G-Tronic+ (194 ps,9.680093969966709
Volkswagen,Golf,2014,135,2014 (64 reg),Manual,Diesel,Leeds ,4395,1.6,5,Euro 5 (s/s),TDI BlueMotion Tech S,8.388450315523512
Ford,Kuga,2017,31,2017 (67 reg),Auto,Diesel,Otley ,16000,2.0,5,Euro 6 (s/s),TDCi EcoBlue Vignale Powershift AWD,9.680406499268875
Mazda,CX-5,2013,128,2013 (13 reg),Auto,Diesel,Ossett ,4295,2.2,5,Unknown,d [175] Sport Nav AWD Auto TOP SPEC,8.3654396361887
Skoda,Citigo,2012,79,2012 (12 reg),Manual,Petrol,Bradford ,2195,1.0,3,Unknown,MPI 75 GreenTech Elegance,7.694392802629421
Ford,Focus,2014,96,2014 (14 reg),Manual,Diesel,Bradford ,3495,2.0,5,Unknown,TDCi 163 Titanium X,8.159374736775426
Volvo,S40,2009,150,2009 (59 reg),Manual,Diesel,Rochdale ,1500,2.0,4,Euro 4,D R-Design SE Saloon Diesel Manual (136 ps),7.313886831633462
Peugeot,2008,2018,116,2018 (18 reg),Manual,Petrol,Ossett ,3995,1.2,5,Unknown,- PureTech 110 Allure,8.293049139768444
Mercedes-Benz,A-Class,2020,32,2020 (20 reg),Auto,Petrol,Sheffield ,13995,1.6,5,Unknown,A180 AMG Line Executive Auto,9.54652685348758
Mazda,Mazda2,2021,23,2021 (71 reg),Manual,Petrol,Dewsbury ,6995,1.5,5,Unknown,Skyactiv G GT Sport Nav,8.853093836138493
Vauxhall,Corsa,2014,61,2014 (14 reg),Manual,Petrol,Rochdale ,2989,1.0,3,Unknown,ecoFLEX S,8.003028666384733
Audi,A6 Saloon,2014,184,2014 (64 reg),Auto,Diesel,Skipton ,4995,3.0,4,Unknown,TDI Quattro Black Edition S Tronic,8.516392871245468
Volkswagen,Polo,2013,87,2013 (63 reg),Manual,Petrol,Mexborough ,3795,1.2,3,Unknown,60 Match Edition,8.241703159729818
Vauxhall,Astra,2013,73,2013 (13 reg),Auto,Petrol,bradford ,2950,1.6,5,Unknown,i 16V Exclusiv Auto,7.989899374942939
Ford,Fiesta,2018,57,2018 (67 reg),Manual,Petrol,Rotherham ,4990,1.0,3,Euro 6 (s/s),EcoBoost ST-Line,8.515391569469609
DS,Automobiles DS 4,2015,82,2015 (65 reg),Manual,Diesel,Yeadon ,5195,2.0,5,Euro 6 (s/s),BlueHDi Prestige,8.55564437779049
Land Rover,Discovery Sport,2016,83,2016 (16 reg),Auto,Diesel,Shipley ,11495,2.0,5,Euro 6 (s/s),TD4 HSE Auto 4WD,9.34975442775886
Vauxhall,Corsa,2013,111,2013 (13 reg),Manual,Diesel,Sheffield ,2289,1.3,5,Euro 5,CDTi ecoFLEX Limited Edition,7.736307096548285
BMW,5 Series,2007,72,2007 (7 reg),Auto,Diesel,Castleford ,8495,3.0,4,Euro 4,535d M Sport Auto,9.04735074348172
BMW,1 Series,2013,63,2013 (13 reg),Auto,Diesel,Wakefield ,6995,2.0,5,Euro 6 (s/s),120d BluePerformance SE Auto,8.853093836138493
Ford,Puma,2023,13,2023 (73 reg),Manual,Petrol,HALIFAX ,10490,1.0,5,Unknown,EcoBoost Hybrid mHEV Titanium,9.258273025731485
Audi,TT,2013,48,2013 (13 reg),Manual,Petrol,Sheffield ,8595,1.8,3,Euro 5,TFSI Sport,9.059052257762401
Land Rover,Range Rover Sport,2017,63,2017 (17 reg),Auto,Diesel,Cottingley ,25995,1.6,5,Unknown,- SD V6 Autobiography Dynamic,10.16569795901424
Ford,B-MAX,2013,67,2013 (63 reg),Manual,Petrol,Leeds ,2300,1.0,5,Unknown,EcoBoost Titanium,7.741099090035366
Ford,Focus,2014,77,2014 (64 reg),Manual,Petrol,Rotherham ,3490,1.6,5,Euro 5 (s/s),EcoBoost Titanium Navigator,8.157943507105037
Nissan,Note,2009,75,2009 (9 reg),Manual,Diesel,Wakefield ,2490,1.5,5,Unknown,- dCi Acenta ## 1 OWNER - £35 ROAD TAX - FSH##,7.820439515262181
Vauxhall,Corsa,2022,31,2022 (72 reg),Auto,Petrol,Rotherham ,9990,1.2,5,Euro 6 (s/s),Turbo Ultimate Auto,9.209439966733019
Peugeot,508,2011,130,2011 (11 reg),Manual,Diesel,Manchester ,1195,1.6,4,Unknown,HDi 112 Active,7.086737934510577
Volvo,V70,2010,69,2010 (10 reg),Auto,Petrol,Wakefield ,6490,2.5,5,Unknown,[231] SE Lux Geartronic,8.778171881033469
Nissan,Qashqai,2025,10,2025 (25 reg),Auto,Hybrid,Oldham ,36913,1.5,5,Unknown,- E-POWER TEKNA AUTO,10.516346161867236
Vauxhall,Mokka,2015,82,2015 (15 reg),Manual,Diesel,Sheffield ,2889,1.7,5,Unknown,CDTi Tech Line,7.969011781106478
Volvo,S60,2018,31,2018 (18 reg),Auto,Petrol,Sheffield ,8590,1.6,4,Unknown,T4 190] SE Nav Geartronic Leather],9.058470422638056
Mercedes-Benz,SLK,2010,55,2010 (60 reg),Auto,Petrol,Shipley ,4895,1.8,2,Euro 4,SLK200K Tiptronic,8.496173824192162
Honda,Civic,2018,59,2018 (68 reg),Manual,Petrol,Sheffield ,9795,1.5,5,Unknown,- VTEC Turbo Sport,9.189729418072059
Volkswagen,Polo,2023,20,2023 (23 reg),Auto,Petrol,Bradford ,10390,1.0,5,Unknown,TSI Life DSG,9.248695325852646
Audi,A3,2017,39,2017 (17 reg),Auto,Hybrid,Oldham ,7495,1.4,5,Unknown,TFSI e-tron S Tronic,8.922124823918258
Ford,Fiesta,2019,37,2019 (19 reg),Manual,Petrol,Sheffield ,6545,1.1,5,Unknown,Trend,8.786609455061125
Mercedes-Benz,E-Class,2016,237,2016 (66 reg),Auto,Diesel,Bradford ,6450,2.2,4,Unknown,E220d SE 9G-Tronic,8.771990436532242
MINI,Hatch,2014,58,2014 (64 reg),Manual,Petrol,Ossett ,4295,1.5,3,Unknown,- Cooper,8.3654396361887
Nissan,Juke,2021,20,2021 (21 reg),Auto,Petrol,Halifax ,11490,1.0,5,Euro 6 (s/s),- DIG-T Tekna+ SUV Petrol DCT Auto (114 ps),9.349319399257634
Ford,Focus,2017,96,2017 (17 reg),Manual,Diesel,Rotherham ,4750,1.5,5,Unknown,TDCi 120 Style,8.46611040118692
Ford,Fiesta,2014,125,2014 (14 reg),Manual,Petrol,Castleford ,2790,1.0,5,Euro 5,- L Titanium Hatchback Petrol Manual (99 bhp),7.934155233536322
Vauxhall,Zafira,2013,107,2013 (63 reg),Manual,Diesel,Ossett ,2495,2.0,5,Unknown,CDTi [165] SE [non Start Stop],7.822444729489319
Toyota,Camry,2002,112,2002 (2 reg),Auto,Petrol,Bradford ,3499,2.4,4,Unknown,VVTi CDX Auto,8.160518247477505
Volvo,V40,2017,63,2017 (17 reg),Manual,Diesel,Rotherham ,6495,1.6,5,Unknown,D3 [4 Cyl 150] Momentum,8.778941881841513
SEAT,Leon,2016,168,2016 (66 reg),Manual,Diesel,Bradford ,3950,1.6,5,Unknown,TDI 110 SE Dynamic Technology,8.281723990411392
Kia,Ceed,2018,86,2018 (18 reg),Manual,Diesel,Stalybridge ,6695,1.6,5,Euro 6 (s/s),CRDi GT-Line Sportswagon Diesel Manual (134 bhp),8.80926561216931
Vauxhall,Astra,2025,10,2025 (25 reg),Manual,Petrol,Huddersfield ,24849,1.2,5,Unknown,- Turbo 130 Ultimate,10.120613031524774
BMW,1 Series,2016,137,2016 (16 reg),Manual,Diesel,Bradford ,4950,1.2,5,Unknown,Sport,8.507344855361422
Nissan,Juke,2025,10,2025 (25 reg),Auto,Hybrid,Oldham ,28914,1.6,5,Unknown,- HYBRID N-SPORT AUTO,10.272115770592318
Nissan,Juke,2025,1,2025 (25 reg),Auto,Hybrid,Oldham ,26914,1.6,5,Unknown,- HYBRID N-CONNECTA AUTO,10.200439030995058
Nissan,Juke,2025,1,2025 (25 reg),Auto,Hybrid,Oldham ,26914,1.6,5,Unknown,- HYBRID N-CONNECTA AUTO,10.200439030995058
Volkswagen,Golf,2021,36,2021 (21 reg),Auto,Hybrid,Castleford ,19290,1.4,5,Unknown,- TSI GTE DSG,9.867393944887889
Vauxhall,Antara,2013,105,2013 (13 reg),Manual,Petrol,Bradford ,2000,2.4,5,Euro 5,Exclusiv SUV Petrol Manual 2WD (167 ps),7.601402334583733
Vauxhall,Corsa,2022,41,2022 (22 reg),Manual,Petrol,Rotherham ,6995,1.2,5,Unknown,Elite Edition,8.853093836138493
Porsche,911,2024,4,2024 (24 reg),Auto,Petrol,Boroughbridge ,179949,3.7,2,Euro 6 (s/s),992 Turbo S PDK 4WD,12.100434313507177
Mercedes-Benz,C-Class,2014,131,2014 (64 reg),Auto,Diesel,Bradford ,4950,1.6,2,Unknown,C220 CDI AMG Sport Edition Auto [Premium Plus],8.507344855361422
MINI,Hatch,2018,97,2018 (18 reg),Manual,Diesel,Leeds ,7499,1.5,3,Euro 6 (s/s),- Cooper D,8.922658299524402
