Brand,Model,Year,Miles(k miles),Registration,Control,Fuel,Location,Price(£),EngineSize,Doors,Emission,ModelFull
Skoda,Karoq,2019.0,33,2019 (69 reg),Manual,Petrol,Bradford ,15502,1.5,5,Euro 6 (s/s),- TSI ACT SE L SUV Petrol Manual (150 ps) - SMARTLINK -
Nissan,Qashqai+2,2010.0,157,2010 (10 reg),Auto,Petrol,Mexborough ,2495,2.0,5,,N-Tec 4WD CVT
Citroen,C5 Aircross,2019.0,57,2019 (69 reg),Manual,Petrol,Huddersfield ,11495,1.2,5,Euro 6 (s/s),PureTech Flair Plus
Land Rover,Discovery,2017.0,45,2017 (17 reg),Auto,Diesel,Oldham ,30949,3.0,5,,TD6 HSE LUXURY AUTO 258 BHP
Land Rover,Range Rover,2024.0,3,2024 (24 reg),Auto,Hybrid,Sheffield ,119980,,5,,"- AUTOBIOGRAPHY SLIDING PANORAMIC ROOF 22"" ALLOYS"
Fiat,Panda,2018.0,64,2018 (18 reg),Manual,Petrol,Keighley ,4695,1.2,5,,Easy
Nissan,Qashqai,2015.0,143,2015 (15 reg),Auto,Diesel,Bradford ,5450,1.6,5,,dCi Tekna Xtronic auto
Audi,R8,2016.0,30,2016 (66 reg),Auto,Petrol,Oldham ,76949,5.2,2,Euro 6 (s/s),FSI V10 Plus Coupe Petrol S Tronic quattro (610 ps)
Peugeot,5008,2022.0,29,2022 (22 reg),Auto,Diesel,Doncaster ,22695,1.5,5,Euro 6 (s/s),BlueHDi GT EAT
Audi,Q7,2012.0,102,2012 (12 reg),Auto,Diesel,Dalton Magna ,9995,3.0,5,,TDI 245 Quattro S Line Plus Tip Auto
Skoda,Karoq,2018.0,86,2018 (18 reg),Manual,Petrol,Sheffield ,10950,1.5,5,Euro 6 (s/s),TSI SE L
Honda,Civic,2012.0,54,2012 (62 reg),Manual,Petrol,Rotherham ,7200,1.8,5,Euro 5 (s/s),i-VTEC EX
Mercedes-Benz,E-Class,2021.0,8,2021 (71 reg),Auto,Diesel,Sheffield ,37980,2.0,2,,- dh MHEV AMG Line Night Edition (Premium Plus) Cabriolet Diesel Hybr
Audi,Q7,2012.0,146,2012 (12 reg),Auto,Diesel,Doncaster ,6995,3.0,5,,TDI 245 Quattro S Line Plus Tip Auto
SEAT,Leon,2016.0,93,2016 (16 reg),Manual,Petrol,Sheffield ,5495,1.2,3,Euro 6 (s/s),TSI SE Sport Coupe
Nissan,GT-R,2010.0,59,2010 (10 reg),Auto,Petrol,Bradford ,39990,3.8,2,,Premium Auto
Porsche,Macan,2023.0,14,2023 (73 reg),Auto,Petrol,Sheffield ,62480,,5,,- T PDK HUGE SPEC PANORAMIC ROOF SPORTS EXHAUST
Jaguar,XJ,2007.0,72,2007 (7 reg),Auto,Diesel,Bradford ,4695,2.7,4,,XJ TDVi Sovereign Auto
Land Rover,Range Rover,2015.0,97,2015 (15 reg),Auto,Diesel,Rotherham ,19395,4.4,5,Euro 5,- SD V8 Vogue SE SUV Diesel Auto 4WD (339 ps)
Audi,Q7,2020.0,123,2020 (70 reg),Auto,Diesel,Bradford ,26990,3.0,5,Euro 6 (s/s),TDI V6 45 S line SUV Diesel Tiptronic quattro (231 ps)
Jeep,Compass,2025.0,10,2025 (25 reg),Auto,Hybrid,Cleckheaton ,28995,1.5,5,Euro 6 (s/s),T4 e-Hybrid MHEV North Star DCT FWD
Volvo,V70,2007.0,159,2007 (57 reg),Auto,Diesel,Wakefield ,2495,2.4,5,Euro 4,D5 SE Geartronic
Mercedes-Benz,GLE-Class,2022.0,75,2022 (22 reg),Auto,Hybrid,Leeds ,36770,3.5,5,,GLE 350de 4Matic AMG Line Premium 9G-Tronic
Suzuki,Grand Vitara,2008.0,120,2008 (58 reg),Manual,Petrol,Keighley ,1495,2.0,5,,16v X-EC
Audi,Q3,2018.0,77,2018 (18 reg),Manual,Petrol,Sheffield ,14500,1.4,5,Euro 6 (s/s),TFSI CoD Black Edition
MINI,Hatch,2014.0,35,2014 (64 reg),Manual,Petrol,Sheffield ,8290,1.5,5,,Cooper
BMW,i4,2025.0,101,2025 (25 reg),Auto,Electric,Harrogate ,67760,3.9,5,,- 250kW eDrive40 M Sport 8kWh Auto
Nissan,Navara,2021.0,55,2021 (71 reg),Auto,Diesel,Sheffield ,25980,2.3,,Euro 6,- dCi Tekna Auto 4WD APPLE CAR PLAY LEATHER
BMW,i5,2025.0,101,2025 (25 reg),Auto,Electric,Harrogate ,60950,,4,,- 250kW eDrive40 M Sport 84kWh Auto
Lexus,CT,2016.0,31,2016 (66 reg),Auto,Hybrid,High Peak ,13995,1.8,5,,200h Sport CVT Auto
Land Rover,Range Rover Velar,2024.0,5,2024 (73 reg),Auto,Petrol,Sheffield ,49980,2.0,5,Euro 6 (s/s),- P250 Dynamic HSE SUV Petrol Auto 4WD (249 ps)
Ford,Kuga,2014.0,81,2014 (64 reg),Manual,Diesel,Cleckheaton ,5495,2.0,5,Euro 6 (s/s),TDCi Titanium 2WD
Ford,Kuga,2016.0,65,2016 (16 reg),Manual,Diesel,Shipley ,8595,2.0,5,Euro 6 (s/s),TDCi Titanium X 2WD
Audi,Q8,2023.0,35,2023 (72 reg),Auto,Petrol,Sheffield ,45680,3.0,5,Euro 6 (s/s),- TFSI V6 55 S line SUV Petrol Tiptronic quattro (340 ps
Jaguar,F-Type,2019.0,25,2019 (19 reg),Auto,Petrol,Oldham ,39449,3.0,2,Euro 6 (s/s),V6 GPF R-Dynamic Coupe Petrol Auto AWD (380 ps)
Fiat,Panda,2021.0,22,2021 (21 reg),Manual,Petrol,Sheffield ,13290,0.9,5,Euro 6 (s/s),- TwinAir Cross
Land Rover,Range Rover Sport,2017.0,48,2017 (66 reg),Auto,Petrol,Sheffield ,33750,5.0,5,Euro 6 (s/s),- V8 SVR SUV Petrol Auto 4WD (550 ps)
Nissan,ARIYA,2024.0,14,2024 (24 reg),Auto,Electric,Leeds ,36495,,5,,- 225Kw Evolve 87Kwh 22Kwch E-4Orce Auto
Land Rover,Range Rover Sport,2018.0,40,2018 (18 reg),Auto,Diesel,Sheffield ,35650,3.0,5,Euro 6 (s/s),- SD V6 Autobiography Dynamic SUV Diesel Auto 4WD (306 p
Peugeot,308,2012.0,91,2012 (62 reg),Manual,Diesel,Sheffield ,1990,1.6,5,Euro 5 (s/s),e-HDi Active
Kia,Picanto,2012.0,63,2012 (62 reg),Manual,Petrol,Keighley ,2995,1.0,5,,1 Air
Audi,Q5,2015.0,57,2015 (65 reg),Manual,Diesel,Sheffield ,13950,2.0,5,Euro 6 (s/s),TDI S line Plus quattro
Ford,Kuga,2015.0,73,2015 (15 reg),Manual,Diesel,Sheffield ,6950,2.0,5,Euro 6 (s/s),TDCi Titanium 2WD
Subaru,XV,2012.0,129,2012 (62 reg),Auto,Petrol,Harrogate ,4395,2.0,5,,- ***DEPOSIT TAKEN*** L i SE Luxury Premium Symmetrical AWD CVT SUV Pe
Mercedes-Benz,GLE-Class,2021.0,95,2021 (21 reg),Auto,Diesel,Heckmondwike ,37995,2.9,5,Euro 6 (s/s),GLE400d AMG Line (Premium Plus) G-Tronic 4MATIC (7 Sea
Volkswagen,Golf,1991.0,125,1991 (H),Manual,Petrol,Wakefield ,7495,1.8,5,,(H) - GTI
Toyota,C-HR,2017.0,138,2017 (67 reg),Auto,Hybrid,Rotherham ,9995,1.8,5,,Hybrid Dynamic CVT
Vauxhall,Viva,2015.0,55,2015 (65 reg),Manual,Petrol,Leeds ,4480,1.0,5,Euro 6,i SE (a/c)
Audi,Q8,2018.0,69,2018 (68 reg),Auto,Diesel,Bradford ,34990,,5,,50 TDI Quattro S Line Tiptronic SQ8 STYLING
Ford,Focus,2011.0,95,2011 (61 reg),Manual,Petrol,Hyde ,2495,1.6,5,,125 Titanium
BMW,1 Series,2020.0,40,2020 (70 reg),Auto,Petrol,Oldham ,20949,1.5,5,,l 118i M Sport Step Auto
Hyundai,TUCSON,2018.0,100,2018 (68 reg),Manual,Diesel,Rochdale ,9995,1.6,5,Euro 6 (s/s),CRDi Premium SUV Diesel Manual (115 ps)
Renault,Clio,2016.0,52,2016 (16 reg),Manual,Petrol,Ashton-under-lyne ,5995,0.9,5,,TCE 90 Dynamique S Nav
Ford,Fiesta,2011.0,93,2011 (11 reg),Manual,Petrol,Halifax ,1990,1.2,3,,5 Edge [82]
BMW,5 Series Gran Turismo,2011.0,84,2011 (11 reg),Auto,Diesel,Wakefield ,7695,3.0,5,Euro 5,530d Executive GT Steptronic
Land Rover,Defender 90,2024.0,4,2024 (74 reg),Auto,Diesel,Sheffield ,83976,3.0,3,Euro 6,- D350 MHEV X-Dynamic HSE Hard Top SUV Diesel Auto 4WD SWB (s/
Citroen,C1,2015.0,52,2015 (15 reg),Auto,Petrol,Dukinfield ,7095,1.0,5,Euro 6,VTi Flair Airscape ETG5 ()
Honda,CR-V,2012.0,136,2012 (62 reg),Manual,Diesel,Wakefield ,4500,2.2,5,,i-DTEC EX
Mercedes-Benz,CLA,2023.0,2,2023 (23 reg),Auto,Petrol,Boroughbridge ,53995,2.0,4,Euro 6 (s/s),CLA45 AMG S Plus Coupe 8G-DCT 4MATIC+
Porsche,Panamera,2021.0,70,2021 (21 reg),Auto,Hybrid,York ,54989,2.9,5,Euro 6 (s/s),V6 E-Hybrid 1kWh 4S Sport Turismo PDK 4WD ( kW C
Land Rover,Defender,2023.0,14,2023 (72 reg),Auto,Diesel,Sheffield ,58980,,5,,- X-DYNAMIC S 1 OWNER FULL LAND ROVER HISTORY
Nissan,Qashqai,2025.0,3,2025 (25 reg),Manual,Hybrid,Leeds ,27999,1.3,5,,- Dig-T Mh N-Connecta
Kia,Rio,2009.0,69,2009 (9 reg),Auto,Petrol,Bradford ,3999,1.4,5,,3 Auto
Vauxhall,Insignia,2016.0,103,2016 (66 reg),Manual,Petrol,Oldham ,3995,1.4,5,Euro 6 (s/s),i Turbo Limited Edition
Audi,A4 Avant,2017.0,59,2017 (17 reg),Manual,Diesel,Bradford ,16490,2.0,5,Euro 6 (s/s),TDI ultra S line Estate Diesel Manual (190 ps)
Ford,Kuga,2025.0,7,2025 (25 reg),Auto,Hybrid,Monks Cross ,29990,2.5,5,Euro 6 (s/s),Duratec 1kWh ST-Line X CVT
Vauxhall,Mokka,2013.0,84,2013 (13 reg),Manual,Diesel,Cleckheaton ,3995,1.7,5,Euro 5 (s/s),CDTi SE 2WD
Audi,Q7,2019.0,84,2019 (19 reg),Auto,Diesel,Bradford ,32990,3.0,5,Euro 6 (s/s),TDI V6 50 Vorsprung SUV Diesel Tiptronic quattro (286
Porsche,Taycan,2023.0,17,2023 (73 reg),Auto,Electric,Oldham ,63975,3.4,5,,Performance Plus 9kWh GTS Sport Turismo Auto 4WD (11kW Charger)
Land Rover,Discovery,2019.0,45,2019 (69 reg),Auto,Diesel,Sheffield ,37480,,5,,- SD6 HSE LUXURY SLIDING PANORAMIC ROOF
Land Rover,Range Rover Evoque,2012.0,114,2012 (12 reg),Auto,Diesel,Oldham ,6495,2.2,3,Euro 5,SD4 Pure Auto 4WD
Audi,A3,2017.0,72,2017 (67 reg),Auto,Petrol,Bradford ,22990,,4,,S3 TFSI Quattro Black Edition S Tronic
Honda,CR-V,2025.0,2,2025 (25 reg),Auto,Hybrid,Sheffield ,42999,2.0,5,Euro 6 (s/s),1kWh Advance Tech eCVT
Ford,Ranger,2017.0,39,2017 (66 reg),Auto,Diesel,Leeds ,20485,3.2,,,"- WILDTRAK 4X4 DCB TDCI [4X SERVICES, SAT NAV, LEATHER, HEATED SEATS & RE"
MG,MG ZS,2020.0,26,2020 (20 reg),Auto,Petrol,Huddersfield ,11995,1.0,5,Euro 6,T-GDI Excite SUV Petrol Auto (111 ps)
Land Rover,Range Rover Sport,2022.0,37,2022 (71 reg),Auto,Diesel,Sheffield ,42980,3.0,5,Euro 6 (s/s),- D300 MHEV HSE Dynamic Black SUV Diesel Auto 4WD (300 p
Land Rover,Range Rover Sport,2022.0,25,2022 (71 reg),Auto,Hybrid,Sheffield ,42980,2.0,5,,- P400e 1kWh HSE Dynamic Black SUV Petrol Plug-in Hybrid Auto 4WD
Lexus,CT,2017.0,48,2017 (17 reg),Auto,Hybrid,Rochdale ,12814,1.8,5,Euro 6 (s/s),200h Executive Edition Hatchback Petrol Hybrid CVT (13
Land Rover,Range Rover Sport,2019.0,40,2019 (19 reg),Auto,Diesel,Oldham ,35949,3.0,5,Euro 6 (s/s),SD V6 Autobiography Dynamic SUV Diesel Auto 4WD (306 p
Land Rover,Discovery,2022.0,40,2022 (22 reg),Auto,Diesel,Oldham ,47949,3.0,5,Euro 6 (s/s),D300 MHEV Metropolitan Edition SUV Diesel Auto 4WD (30
BMW,3 Series,2014.0,84,2014 (14 reg),Auto,Diesel,Chesterfield ,8000,3.2,4,,SE Step Auto
Land Rover,Range Rover Sport,2021.0,36,2021 (21 reg),Auto,Diesel,Rotherham ,45501,3.0,5,,HSE DYNAMIC BLACK MHEV 5d 295 BHP
Jeep,Renegade,2015.0,87,2015 (15 reg),Manual,Diesel,Mexborough ,6295,1.6,5,Euro 5 (s/s),MultiJetII Limited
Nissan,Qashqai,2024.0,7,2024 (74 reg),Manual,Hybrid,Leeds ,25999,1.3,5,,- Dig-T Mh N-Design
Nissan,Qashqai,2025.0,1,2025 (25 reg),Auto,Hybrid,Leeds ,32950,1.5,5,,- E-Power Tekna Auto
Mercedes-Benz,C-Class,2021.0,15,2021 (21 reg),Auto,Diesel,Wakefield ,30411,2.2,5,,- C220d AMG Line Premium Plus 9G-Tronic
Jeep,Compass,2025.0,10,2025 (25 reg),Auto,Petrol,Huddersfield ,26998,1.5,5,,- T4 e-Torque Hybrid Summit DCT
Kia,Soul,2011.0,129,2011 (11 reg),Manual,Petrol,Dalton Magna ,1895,1.6,5,,Tempest
Mercedes-Benz,SLC,2016.0,42,2016 (16 reg),Auto,Petrol,Rotherham ,16495,2.0,2,Euro 6 (s/s),- SLC200 AMG Line Convertible Petrol G-Tronic (184 ps)
Honda,CR-V,2011.0,119,2011 (61 reg),Manual,Diesel,Rotherham ,3750,2.2,5,,i-DTEC EX
Hyundai,KONA,2024.0,1,2024 (74 reg),Auto,Electric,Bradford ,38995,,5,,- 160kW N Line S 65kWh Auto
Nissan,Qashqai,2024.0,5,2024 (74 reg),Manual,Hybrid,Leeds ,25999,1.3,5,,- Dig-T Mh N-Connecta
BMW,7 Series,2016.0,118,2016 (66 reg),Auto,Diesel,Rochdale ,17497,3.0,4,Euro 6 (s/s),730Ld Auto
Land Rover,Range Rover Sport,2021.0,60,2021 (70 reg),Auto,Diesel,York ,32989,3.0,5,Euro 6 (s/s),D300 MHEV HSE Dynamic Auto 4WD
Kia,Optima,2012.0,98,2012 (62 reg),Manual,Diesel,Rotherham ,2990,1.7,4,Euro 5 (s/s),CRDi EcoDynamics 1
Nissan,Qashqai,2024.0,3,2024 (74 reg),Manual,Hybrid,Leeds ,24450,1.3,5,,- Dig-T Mh N-Connecta
Volkswagen,Polo,2010.0,115,2010 (10 reg),Manual,Petrol,Rochdale ,2795,1.2,5,,70 SE
Ford,Capri,2024.0,4,2024 (74 reg),Auto,Electric,Sheffield ,40999,,5,,- 250Kw Premium 79Kwh Awd Auto [Driver Assist]
Kia,XCeed,2021.0,70,2021 (71 reg),Manual,Petrol,Rochdale ,9790,1.0,5,Euro 6 (s/s),"T-GDi 2 SUV Petrol Manual (118 bhp) 7in Touchscreen, A"
BMW,3 Series,2015.0,87,2015 (65 reg),Auto,Diesel,Bradford ,14990,3.4,4,,xDrive M Sport Step Auto
Mercedes-Benz,S-Class,2017.0,75,2017 (67 reg),Auto,Diesel,Oldham ,21995,3.0,4,Euro 6 (s/s),S350Ld V6 AMG Line (Premium) G-Tronic+
Ford,Capri,2025.0,6,2025 (25 reg),Auto,Electric,Leeds ,41999,,5,,- 210Kw Premium 77Kwh Auto [Driver Assist Pack]
Mercedes-Benz,S-Class,2017.0,75,2017 (17 reg),Auto,Diesel,Doncaster ,20975,3.5,4,,S350d L AMG Line Auto 9G-Tronic [Premium] LWB *Just Serviced & MOT 08/26*
Volkswagen,Polo,2022.0,31,2022 (22 reg),Manual,Petrol,Heckmondwike ,15000,1.0,5,,TSI R-Line
Volkswagen,T-Roc,2018.0,32,2018 (68 reg),Manual,Diesel,Sheffield ,16990,1.6,5,,TDI R-Line - Virtual Cockpit & Apple CarPlay & Heated Seats
Audi,TT,2011.0,80,2011 (11 reg),Manual,Diesel,Rotherham ,7450,2.0,3,Euro 5,TDI Black Edition quattro
BMW,3 Series,2025.0,101,2025 (25 reg),Auto,Not Supplied,Harrogate ,47950,2.3,5,,- 330e 2 kWh M Sport Step Auto
BMW,i4,2025.0,63,2025 (25 reg),Auto,Electric,Doncaster ,49990,3.9,5,,- 250kW eDrive40 M Sport 8kWh Auto
Renault,Captur,2015.0,104,2015 (15 reg),Manual,Diesel,Bradford ,3995,1.5,5,,dCi 90 Dynamique MediaNav Energy
Toyota,Auris,2014.0,107,2014 (14 reg),Auto,Hybrid,Bradford ,6990,1.8,5,Euro 5 (s/s),VVT-h Excel Touring Sports Petrol Hybrid CVT (136 ps)
MG,MG4,2023.0,9,2023 (23 reg),Auto,Electric,Oldham ,16450,,5,,- 64kwh Trophy Long Range Hatchback Electric Auto 203 Ps
Nissan,Qashqai,2013.0,49,2013 (63 reg),Manual,Petrol,Stalybridge ,4995,1.6,5,Euro 5 (s/s),Acenta SUV Petrol Manual 2WD (117 ps)
Jaguar,F-Pace,2020.0,119,2020 (20 reg),Auto,Diesel,Leeds ,14690,2.0,5,,d [180] CHEQUERED FLAG AUTO AWD + PAN ROOF + VIRTUAL COCKPIT +
Toyota,Yaris,2012.0,81,2012 (62 reg),Manual,Petrol,Rotherham ,3490,1.0,3,Euro 5,VVT-i Edition
Audi,RS3,2016.0,72,2016 (16 reg),Auto,Petrol,Bradford ,23990,2.5,5,,TFSI RS 3 Quattro S Tronic [Nav]
Vauxhall,Insignia,2018.0,46,2018 (18 reg),Manual,Petrol,Castleford ,9490,1.5,5,,- SRi Vx-line Nav - FSH -
Audi,Q3,2016.0,92,2016 (66 reg),Manual,Diesel,Bradford ,11490,2.0,5,Euro 6 (s/s),TDI S line Plus SUV Diesel Manual quattro (150 ps)
Land Rover,Freelander 2,2013.0,101,2013 (63 reg),Manual,Diesel,Dukinfield ,6995,2.2,5,Euro 5 (s/s),TD4 XS 4WD
Isuzu,D-Max,2018.0,115,2018 (67 reg),Manual,Diesel,Dewsbury ,12995,1.9,,,Blade Double Cab 4x4
Land Rover,Discovery,2021.0,45,2021 (21 reg),Auto,Diesel,Sheffield ,41980,,5,,- R-DYNAMIC SE PANORAMIC ROOF FULL LAND ROVER SERVICE HISTORY
Nissan,X-Trail,2025.0,5,2025 (25 reg),Auto,Hybrid,Leeds ,39999,1.5,5,,- E-Power E-4Orce 213 Tekna+ [7 Seat] Auto
Volvo,XC60,2014.0,133,2014 (14 reg),Auto,Diesel,Oldham ,7495,2.4,5,Euro 5,D5 R-Design Lux Nav Geartronic AWD
Vauxhall,Mokka,2015.0,72,2015 (65 reg),Auto,Petrol,Chesterfield ,7000,1.4,5,,SE Auto
Land Rover,Range Rover Sport,2022.0,29,2022 (71 reg),Auto,Hybrid,Sheffield ,41480,2.0,5,,- P400e 1kWh HSE Dynamic Black SUV Petrol Plug-in Hybrid Auto 4WD
Volvo,XC90,2025.0,12,2025 (25 reg),Auto,Petrol,Leeds ,65995,,5,,"- Ultra, B5 AWD Mild hybrid, Petrol, Dark, 7 Seats"
Nissan,Qashqai,2016.0,74,2016 (66 reg),Auto,Diesel,Chesterfield ,9495,1.6,5,,dCi N-Connecta Xtronic
Porsche,Taycan,2022.0,17,2022 (72 reg),Auto,Electric,Dinnington ,57880,3.4,4,,Performance Plus 9kWh 4S Auto 4WD (11kW Charger)
Hyundai,KONA,2025.0,717,2025 (25 reg),Auto,Hybrid,Barnsley ,27990,1.6,5,,- Hybrid 129 N Line DCT
Renault,Megane,2016.0,53,2016 (66 reg),Manual,Diesel,Sheffield ,7990,1.5,5,,dCi Dynamique S Nav
Nissan,Qashqai,2022.0,26,2022 (22 reg),Manual,Petrol,Rochdale ,19914,1.3,5,,- DIG-T MH TEKNA
Ford,Kuga,2011.0,111,2011 (61 reg),Manual,Diesel,Keighley ,3695,2.0,5,,TDCi 140 Titanium 2WD
Porsche,911,2017.0,40,2017 (17 reg),Auto,Petrol,Boroughbridge ,61895,3.0,2,Euro 6 (s/s),991 Carrera PDK
Land Rover,Discovery,2022.0,30,2022 (22 reg),Auto,Diesel,Sheffield ,46980,3.0,5,Euro 6 (s/s),- D300 MHEV R-Dynamic SE SUV Diesel Auto 4WD (300 ps)
Ford,Focus,2012.0,66,2012 (61 reg),Manual,Petrol,Swinton ,4450,1.6,5,,- Edge Hatchback A/C
Ford,Capri,2024.0,4,2024 (74 reg),Auto,Electric,Sheffield ,40999,,5,,- 250Kw Premium 79Kwh Awd Auto [Driver Assist]
Alfa Romeo,Giulietta,2014.0,60,2014 (64 reg),Manual,Diesel,Doncaster ,7650,2.0,5,Euro 5 (s/s),- JTDM-2 Sportiva Nav
Land Rover,Range Rover,2021.0,36,2021 (21 reg),Auto,Diesel,Halifax ,44990,3.0,5,Euro 6 (s/s),D300 MHEV Westminster Black Auto 4WD
Saab,9-3,2011.0,82,2011 (11 reg),Manual,Diesel,Stalybridge ,4995,1.9,2,Euro 5,TTiD Vector Sport Convertible Diesel Manual (180 ps)
Toyota,IQ,2009.0,133,2009 (59 reg),Manual,Petrol,Doncaster ,2000,,3,,- VVT-I IQ
Ford,Fiesta,2012.0,32,2012 (62 reg),Manual,Petrol,Sheffield ,4695,1.2,3,,5 Edge
Ford,Fiesta,2013.0,73,2013 (13 reg),Manual,Petrol,Keighley ,3695,1.2,3,,5 82 Zetec
Volkswagen,Golf,2017.0,80,2017 (17 reg),Auto,Diesel,Bradford ,15995,2.0,5,,TDI 184 GTD DSG
Renault,Clio,2009.0,103,2009 (59 reg),Manual,Diesel,Cleckheaton ,1090,1.5,5,,dCi 86 Dynamique
Mitsubishi,Colt,2008.0,72,2008 (8 reg),Auto,Diesel,Sheffield ,3500,1.5,5,,DI-D CZ2
BMW,Z4,2006.0,121,2006 (6 reg),Manual,Petrol,Bradford ,2999,2.0,2,,- 2006 i Sport MET GREY FULL RED LEATHER
MG,MG ZS,2021.0,79,2021 (71 reg),Manual,Petrol,Swinton ,9995,1.5,5,,- VTi-TECH Exclusive
Audi,A4 Avant,2021.0,100,2021 (71 reg),Auto,Diesel,Bradford ,18990,2.0,5,Euro 6 (s/s),TDI 35 Black Edition Estate Diesel S Tronic (163 ps)
Vauxhall,Mokka X,2018.0,81,2018 (18 reg),Manual,Petrol,Rotherham ,5990,1.4,5,Euro 6 (s/s),i Turbo ecoTEC Elite Nav
SEAT,Leon,2018.0,124,2018 (68 reg),Manual,Petrol,Oldham ,6495,1.4,5,Euro 6 (s/s),TSI FR Technology
SEAT,Leon,2011.0,77,2011 (61 reg),Manual,Diesel,Wakefield ,4000,1.6,5,,TDI CR SE Copa
Skoda,Octavia,2017.0,88,2017 (17 reg),Auto,Diesel,Leeds ,13700,2.0,5,Euro 6 (s/s),- TDI vRS DSG
Vauxhall,Astra,2011.0,48,2011 (11 reg),Auto,Petrol,Ashton-under-lyne ,3895,1.6,5,,i 16V SRi Auto
Jeep,Compass,2025.0,10,2025 (25 reg),Auto,Petrol,Huddersfield ,26998,1.5,5,,- T4 e-Torque Hybrid Summit DCT
BMW,3 Series,2014.0,124,2014 (64 reg),Manual,Diesel,Doncaster ,6999,2.0,4,,- 318d M Sport Saloon
Peugeot,3008,2010.0,99,2010 (10 reg),Manual,Petrol,Wakefield ,2195,1.6,5,Euro 5,THP Exclusive
Land Rover,Discovery,2003.0,178,2003 (53 reg),Manual,Diesel,Wakefield ,4495,2.5,5,,TD5 S (5 Seats)
Kia,Sorento,2017.0,41,2017 (17 reg),Auto,Diesel,Bradford ,17995,2.2,5,,CRDi KX-4 Auto
Ford,Capri,2024.0,6,2024 (74 reg),Auto,Electric,Leeds ,39000,,5,,- 210Kw Premium 77Kwh Auto [Driver Assist Pack]
BMW,2 Series,2025.0,717,2025 (25 reg),Auto,Petrol,Doncaster ,47500,,2,,- 230i M Sport Step Auto
Land Rover,Defender,2022.0,76,2022 (22 reg),Auto,Diesel,High Peak ,43995,3.0,5,,D250 SE 110 Auto
Volvo,V90,2017.0,119,2017 (66 reg),Auto,Diesel,Bradford ,13990,2.0,5,Euro 6 (s/s),D4 Estate Diesel Auto AWD (190 ps)
Vauxhall,Corsa,2012.0,87,2012 (62 reg),Manual,Petrol,Leeds ,2695,1.4,5,,SE
Land Rover,Range Rover Sport,2019.0,46,2019 (68 reg),Auto,Petrol,Leeds ,46000,5.0,5,,- V8 S/C 575 SVR Auto
Audi,Q7,2022.0,40,2022 (71 reg),Auto,Diesel,Sheffield ,44980,,5,,- TDI QUATTRO S LINE BLACK EDITION SLIDING PANORAMIC ROOF FULL AUDI SERVICE H
Volkswagen,Golf,2017.0,57,2017 (17 reg),Auto,Petrol,Bradford ,17490,2.0,5,,TSI GTI DSG
BMW,1 Series,2017.0,53,2017 (67 reg),Auto,Petrol,Bradford ,23990,,3,,M140i Shadow Edition Step Auto
Nissan,Juke,2024.0,867,2024 (74 reg),Auto,Petrol,Huddersfield ,22390,1.0,5,,- DiG-T Tekna DCT
Volkswagen,Caravelle,2017.0,55,2017 (17 reg),Auto,Diesel,Castleford ,36390,2.0,5,Euro 6 (s/s),BiTDI BlueMotion Tech Executive DSG
Land Rover,Range Rover Sport,2017.0,95,2017 (67 reg),Auto,Diesel,Leeds ,21990,3.0,5,,SDV6 [306] AUTOBIOGRAPHY DYNAMIC AUTO [7 SEATS] ++ STUNNING ++
Mercedes-Benz,GLE-Class,2021.0,15,2021 (71 reg),Auto,Diesel,York ,47995,2.0,5,Euro 6 (s/s),GLE300d AMG Line (Premium Plus) G-Tronic 4MATIC
Peugeot,5008,2024.0,52,2024 (74 reg),Auto,Hybrid,SHEFFIELD ,29934,1.2,5,Euro 6 (s/s),- MHEV GT SUV Petrol Hybrid e-DSC (136 ps)
Audi,SQ5,2019.0,63,2019 (69 reg),Auto,Diesel,"Wetherby, Thorp Arch Estate ",34912,3.0,5,Euro 6 (s/s),TDI V6 Vorsprung Tiptronic quattro
Land Rover,Range Rover Evoque,2012.0,118,2012 (62 reg),Auto,Petrol,Rotherham ,6990,2.0,5,Euro 5,Si4 Dynamic Auto 4WD
Ford,Kuga,2025.0,1,2025 (25 reg),Auto,Hybrid,Leeds ,34000,2.5,5,,- Phev Active Cvt
Audi,R8,2017.0,21,2017 (67 reg),Auto,Petrol,"Leeds, Morley, Gildersome ",88450,5.2,2,Euro 6 (s/s),FSI V10 Plus Spyder S Tronic quattro
Volkswagen,Passat,2015.0,119,2015 (65 reg),Manual,Diesel,Castleford ,5990,2.0,5,,- TDI SE Business -FULL SERVICE HISTORY-
Ford,Grand C-Max,2015.0,67,2015 (65 reg),Manual,Diesel,Castleford ,7490,1.5,5,,- TDCi Zetec - FSH -
Nissan,Qashqai,2025.0,10,2025 (25 reg),Manual,Petrol,Huddersfield ,27790,1.3,5,,- DiG-T MH N-Design
BMW,X3,2014.0,135,2014 (14 reg),Auto,Diesel,Rotherham ,5990,2.0,5,Euro 5 (s/s),20d M Sport Auto xDrive
BMW,1 Series,2017.0,65,2017 (67 reg),Auto,Petrol,Bradford ,21990,,5,,M140i Shadow Edition Step Auto
Nissan,Qashqai,2025.0,3,2025 (25 reg),Manual,Hybrid,Leeds ,24445,1.3,5,,- Dig-T Mh N-Connecta
Audi,Q7,2019.0,86,2019 (19 reg),Auto,Diesel,Bradford ,26990,,5,,50 TDI Quattro Black Edition Tiptronic
